+4.52500E+4	+5.55675E-4
+4.55000E+4	+4.66416E-4
+4.57500E+4	+4.72409E-4
+4.60000E+4	+4.81837E-4
+4.62500E+4	+4.89581E-4
+4.65000E+4	+5.05338E-4
+4.67500E+4	+5.11130E-4
+4.70000E+4	+5.05473E-4
+4.72500E+4	+5.15069E-4
+4.75000E+4	+5.23486E-4
+4.77500E+4	+5.36921E-4
+4.80000E+4	+5.45035E-4
+4.82500E+4	+5.57426E-4
+4.85000E+4	+5.69446E-4
+4.87500E+4	+5.81096E-4
+4.90000E+4	+5.93150E-4
+4.92500E+4	+6.07796E-4
+4.95000E+4	+6.20086E-4
+4.97500E+4	+6.34261E-4
+5.00000E+4	+6.50759E-4
+5.02500E+4	+6.67358E-4
+5.05000E+4	+6.84597E-4
+5.07500E+4	+7.05405E-4
+5.10000E+4	+7.22880E-4
+5.12500E+4	+7.44328E-4
+5.15000E+4	+7.65574E-4
+5.17500E+4	+7.89210E-4
+5.20000E+4	+8.11769E-4
+5.22500E+4	+8.35338E-4
+5.25000E+4	+8.65439E-4
+5.27500E+4	+8.93654E-4
+5.30000E+4	+9.23890E-4
+5.32500E+4	+9.56112E-4
+5.35000E+4	+9.90960E-4
+5.37500E+4	+1.02837E-3
+5.40000E+4	+1.06773E-3
+5.42500E+4	+1.10766E-3
+5.45000E+4	+1.15147E-3
+5.47500E+4	+1.19985E-3
+5.50000E+4	+1.25032E-3
+5.52500E+4	+1.30463E-3
+5.55000E+4	+1.36348E-3
+5.57500E+4	+1.42709E-3
+5.60000E+4	+1.49473E-3
+5.62500E+4	+1.56756E-3
+5.65000E+4	+1.64635E-3
+5.67500E+4	+1.73258E-3
+5.70000E+4	+1.82301E-3
+5.72500E+4	+1.92298E-3
+5.75000E+4	+2.03163E-3
+5.77500E+4	+2.14985E-3
+5.80000E+4	+2.27779E-3
+5.82500E+4	+2.41877E-3
+5.85000E+4	+2.57241E-3
+5.87500E+4	+2.74214E-3
+5.90000E+4	+2.92927E-3
+5.92500E+4	+3.13473E-3
+5.95000E+4	+3.36446E-3
+5.97500E+4	+3.61971E-3
+6.00000E+4	+3.90284E-3
+6.02500E+4	+4.22345E-3
+6.05000E+4	+4.58223E-3
+6.07500E+4	+4.99078E-3
+6.10000E+4	+5.45408E-3
+6.12500E+4	+5.98311E-3
+6.15000E+4	+6.59435E-3
+6.17500E+4	+7.30095E-3
+6.20000E+4	+8.12748E-3
+6.22500E+4	+9.09697E-3
+6.25000E+4	+1.02531E-2
+6.27500E+4	+1.16357E-2
+6.30000E+4	+1.33048E-2
+6.32500E+4	+1.53448E-2
+6.35000E+4	+1.78513E-2
+6.37500E+4	+2.09916E-2
+6.40000E+4	+2.49380E-2
+6.42500E+4	+2.98591E-2
+6.45000E+4	+3.59045E-2
+6.47500E+4	+4.29823E-2
+6.50000E+4	+5.04418E-2
+6.52500E+4	+5.68785E-2
+6.55000E+4	+6.08433E-2
+6.57500E+4	+6.19045E-2
+6.60000E+4	+6.10964E-2
+6.62500E+4	+5.96016E-2
+6.65000E+4	+5.83041E-2
+6.67500E+4	+5.75951E-2
+6.70000E+4	+5.76481E-2
+6.72500E+4	+5.84238E-2
+6.75000E+4	+5.97286E-2
+6.77500E+4	+6.11004E-2
+6.80000E+4	+6.17765E-2
+6.82500E+4	+6.06437E-2
+6.85000E+4	+5.69597E-2
+6.87500E+4	+5.10539E-2
+6.90000E+4	+4.41887E-2
+6.92500E+4	+3.75541E-2
+6.95000E+4	+3.17563E-2
+6.97500E+4	+2.69392E-2
+7.00000E+4	+2.30134E-2
+7.02500E+4	+1.98354E-2
+7.05000E+4	+1.72527E-2
+7.07500E+4	+1.51350E-2
+7.10000E+4	+1.33879E-2
+7.12500E+4	+1.19263E-2
+7.15000E+4	+1.06959E-2
+7.17500E+4	+9.65596E-3
+7.20000E+4	+8.76236E-3
+7.22500E+4	+7.99226E-3
+7.25000E+4	+7.31997E-3
+7.27500E+4	+6.73809E-3
+7.30000E+4	+6.22711E-3
+7.32500E+4	+5.77583E-3
+7.35000E+4	+5.37257E-3
+7.37500E+4	+5.01334E-3
+7.40000E+4	+4.69392E-3
+7.42500E+4	+4.40570E-3
+7.45000E+4	+4.14264E-3
+7.47500E+4	+3.90355E-3
+7.50000E+4	+3.69540E-3
+7.52500E+4	+3.49964E-3
+7.55000E+4	+3.31954E-3
+7.57500E+4	+3.15520E-3
+7.60000E+4	+3.00419E-3
+7.62500E+4	+2.86638E-3
+7.65000E+4	+2.73719E-3
+7.67500E+4	+2.61816E-3
+7.70000E+4	+2.50735E-3
+7.72500E+4	+2.40530E-3
+7.75000E+4	+2.31099E-3
+7.77500E+4	+2.22072E-3
+7.80000E+4	+2.13665E-3
+7.82500E+4	+2.05968E-3
+7.85000E+4	+1.98682E-3
+7.87500E+4	+1.91756E-3
+7.90000E+4	+1.85436E-3
+7.92500E+4	+1.79385E-3
+7.95000E+4	+1.73843E-3
+7.97500E+4	+1.68281E-3
+8.00000E+4	+1.63220E-3
