840,30
897,32
1020,40
1140,45
1200,44
1300,46
1380,54
1530,64
1610,64
1710,69
1800,76
1900,84
1990,90
2040,94
2150,100
2220,106
2290,112
2430,118
2520,120
2580,128
2980,153
3410,180
3780,203
4290,236
4630,256
4870,269
5350,298
5930,334
6530,374
7190,417
7420,431
