+1.74524E+2	+1.59094E-2
+1.74527E+2	+1.54185E-2
+1.74526E+2	+1.47090E-2
+1.74522E+2	+1.39403E-2
+1.74528E+2	+1.35975E-2
+1.74530E+2	+1.34424E-2
+1.74528E+2	+1.33507E-2
+1.74524E+2	+1.33662E-2
+1.74526E+2	+1.33069E-2
+1.74522E+2	+1.33775E-2
+1.74527E+2	+1.39107E-2
+1.74528E+2	+1.39530E-2
+1.74529E+2	+1.46568E-2
+1.74530E+2	+1.48980E-2
+1.74510E+2	+1.49093E-2
+1.73812E+2	+1.48557E-2
+1.73810E+2	+1.48642E-2
+1.73322E+2	+1.49460E-2
+1.72690E+2	+1.46949E-2
+1.72689E+2	+1.49446E-2
+1.72506E+2	+1.48374E-2
+1.71531E+2	+1.48049E-2
+1.71498E+2	+1.47852E-2
+1.71343E+2	+1.47584E-2
+1.70438E+2	+1.46723E-2
+1.70389E+2	+1.49375E-2
+1.70329E+2	+1.47965E-2
+1.69412E+2	+1.47979E-2
+1.69281E+2	+1.50419E-2
+1.69285E+2	+1.50715E-2
+1.68462E+2	+1.50758E-2
+1.68201E+2	+1.48007E-2
+1.68192E+2	+1.51152E-2
+1.67511E+2	+1.50334E-2
+1.67183E+2	+1.50687E-2
+1.67183E+2	+1.50743E-2
+1.66538E+2	+1.50786E-2
+1.66165E+2	+1.52648E-2
+1.66170E+2	+1.51223E-2
+1.65837E+2	+1.54171E-2
+1.65028E+2	+1.52168E-2
+1.65011E+2	+1.54086E-2
+1.64843E+2	+1.54072E-2
+1.63884E+2	+1.53043E-2
+1.63696E+2	+1.53818E-2
+1.63637E+2	+1.54961E-2
+1.62766E+2	+1.53494E-2
+1.62575E+2	+1.53776E-2
+1.62499E+2	+1.55031E-2
+1.61480E+2	+1.55455E-2
+1.61365E+2	+1.52859E-2
+1.61274E+2	+1.55596E-2
+1.60520E+2	+1.53875E-2
+1.60241E+2	+1.51703E-2
+1.60228E+2	+1.52295E-2
+1.59432E+2	+1.53945E-2
+1.59067E+2	+1.54326E-2
+1.59067E+2	+1.53720E-2
+1.58159E+2	+1.51999E-2
+1.57880E+2	+1.52182E-2
+1.57871E+2	+1.54354E-2
+1.57029E+2	+1.55257E-2
+1.56687E+2	+1.54566E-2
+1.56679E+2	+1.53818E-2
+1.55818E+2	+1.53832E-2
+1.55478E+2	+1.53550E-2
+1.55466E+2	+1.53945E-2
+1.54482E+2	+1.53734E-2
+1.54280E+2	+1.53226E-2
+1.54282E+2	+1.57034E-2
+1.53441E+2	+1.55003E-2
+1.53097E+2	+1.56047E-2
+1.53082E+2	+1.54975E-2
+1.52336E+2	+1.53198E-2
+1.51926E+2	+1.53014E-2
+1.51918E+2	+1.53649E-2
+1.51086E+2	+1.55172E-2
+1.50792E+2	+1.52577E-2
+1.50795E+2	+1.51999E-2
+1.50272E+2	+1.51731E-2
+1.49686E+2	+1.52563E-2
+1.49683E+2	+1.53325E-2
+1.49170E+2	+1.53734E-2
+1.48491E+2	+1.54115E-2
+1.48477E+2	+1.54848E-2
+1.48139E+2	+1.54933E-2
+1.47219E+2	+1.53508E-2
+1.47204E+2	+1.56301E-2
+1.47117E+2	+1.53649E-2
+1.46061E+2	+1.54143E-2
+1.46001E+2	+1.54975E-2
+1.46006E+2	+1.52619E-2
+1.45954E+2	+1.52154E-2
+1.45944E+2	+1.50222E-2
+1.44952E+2	+1.48035E-2
+1.44873E+2	+1.47570E-2
+1.44874E+2	+1.47936E-2
+1.44310E+2	+1.48740E-2
+1.43786E+2	+1.50236E-2
+1.43765E+2	+1.50123E-2
+1.43176E+2	+1.51096E-2
+1.42760E+2	+1.50306E-2
+1.42759E+2	+1.52210E-2
+1.42125E+2	+1.50814E-2
+1.41879E+2	+1.51660E-2
+1.41879E+2	+1.52281E-2
+1.41309E+2	+1.52887E-2
+1.41283E+2	+1.53057E-2
+1.41283E+2	+1.52267E-2
+1.40935E+2	+1.53043E-2
+1.40149E+2	+1.54608E-2
+1.40098E+2	+1.54157E-2
+1.40021E+2	+1.52916E-2
+1.39006E+2	+1.52027E-2
+1.38743E+2	+1.51942E-2
+1.38736E+2	+1.52535E-2
+1.38173E+2	+1.52013E-2
+1.38119E+2	+1.51378E-2
+1.38119E+2	+1.51914E-2
+1.37488E+2	+1.51378E-2
+1.36946E+2	+1.50842E-2
+1.36939E+2	+1.50363E-2
+1.36643E+2	+1.49841E-2
+1.35730E+2	+1.51406E-2
+1.35716E+2	+1.50786E-2
+1.35621E+2	+1.52112E-2
+1.34703E+2	+1.53706E-2
+1.34550E+2	+1.54552E-2
+1.34546E+2	+1.53339E-2
+1.33650E+2	+1.60462E-2
+1.33403E+2	+1.59587E-2
+1.33404E+2	+1.60307E-2
+1.32972E+2	+1.63241E-2
+1.32496E+2	+1.67303E-2
+1.32497E+2	+1.68347E-2
+1.32063E+2	+1.70181E-2
+1.31441E+2	+1.73693E-2
+1.31409E+2	+1.74821E-2
+1.31134E+2	+1.74158E-2
+1.30282E+2	+1.81013E-2
+1.30265E+2	+1.78474E-2
+1.30183E+2	+1.81719E-2
+1.29330E+2	+1.81422E-2
+1.29138E+2	+1.82057E-2
+1.29129E+2	+1.82325E-2
+1.28448E+2	+1.79490E-2
+1.27940E+2	+1.76584E-2
+1.27936E+2	+1.75146E-2
+1.27444E+2	+1.70138E-2
+1.26936E+2	+1.66598E-2
+1.26932E+2	+1.67218E-2
+1.26471E+2	+1.63156E-2
+1.25898E+2	+1.56795E-2
+1.25896E+2	+1.58092E-2
+1.25711E+2	+1.57048E-2
+1.24877E+2	+1.52831E-2
+1.24840E+2	+1.52944E-2
+1.24811E+2	+1.53875E-2
+1.23914E+2	+1.56005E-2
+1.23741E+2	+1.57415E-2
+1.23740E+2	+1.56512E-2
+1.23088E+2	+1.62888E-2
+1.22672E+2	+1.70110E-2
+1.22674E+2	+1.68798E-2
+1.21993E+2	+1.79673E-2
+1.21550E+2	+1.92142E-2
+1.21542E+2	+1.92721E-2
+1.21148E+2	+1.99421E-2
+1.20493E+2	+2.15811E-2
+1.20452E+2	+2.13710E-2
+1.20241E+2	+2.20508E-2
+1.19313E+2	+2.31327E-2
+1.19192E+2	+2.33711E-2
+1.19111E+2	+2.32907E-2
+1.18199E+2	+2.32681E-2
+1.18039E+2	+2.32893E-2
+1.18040E+2	+2.34994E-2
+1.17501E+2	+2.28139E-2
+1.16948E+2	+2.19803E-2
+1.16931E+2	+2.21228E-2
+1.16540E+2	+2.12934E-2
+1.15812E+2	+1.95782E-2
+1.15793E+2	+1.95062E-2
+1.15696E+2	+1.95641E-2
+1.14864E+2	+1.75216E-2
+1.14723E+2	+1.72931E-2
+1.14696E+2	+1.71887E-2
+1.14118E+2	+1.63438E-2
+1.13595E+2	+1.58163E-2
+1.13580E+2	+1.56654E-2
+1.13353E+2	+1.56724E-2
+1.13173E+2	+1.55299E-2
+1.13173E+2	+1.56428E-2
+1.13054E+2	+1.56456E-2
+1.12285E+2	+1.60617E-2
+1.12110E+2	+1.65808E-2
+1.12108E+2	+1.64976E-2
+1.11485E+2	+1.80689E-2
+1.10896E+2	+1.97376E-2
+1.10896E+2	+1.97164E-2
+1.10363E+2	+2.15797E-2
+1.09844E+2	+2.35023E-2
+1.09841E+2	+2.36081E-2
+1.09628E+2	+2.39833E-2
+1.08860E+2	+2.64207E-2
+1.08802E+2	+2.67930E-2
+1.08684E+2	+2.70878E-2
+1.07773E+2	+2.86098E-2
+1.07605E+2	+2.85618E-2
+1.07579E+2	+2.87579E-2
+1.06670E+2	+2.84546E-2
+1.06566E+2	+2.80131E-2
+1.06566E+2	+2.81627E-2
+1.05757E+2	+2.64178E-2
+1.05356E+2	+2.54685E-2
+1.05356E+2	+2.54460E-2
+1.04748E+2	+2.36193E-2
+1.04454E+2	+2.24373E-2
+1.04442E+2	+2.21185E-2
+1.04044E+2	+2.04964E-2
+1.03799E+2	+1.96713E-2
+1.03799E+2	+1.94978E-2
+1.03798E+2	+1.93468E-2
+1.03570E+2	+1.84088E-2
+1.03125E+2	+1.72325E-2
+1.03106E+2	+1.71281E-2
+1.03081E+2	+1.70590E-2
+1.02620E+2	+1.60406E-2
+1.02503E+2	+1.59517E-2
+1.02504E+2	+1.61731E-2
+1.02341E+2	+1.57923E-2
+1.01896E+2	+1.54481E-2
+1.01856E+2	+1.54397E-2
+1.01816E+2	+1.55243E-2
+1.01284E+2	+1.56188E-2
+1.01166E+2	+1.56216E-2
+1.01164E+2	+1.56371E-2
+1.00977E+2	+1.59348E-2
+1.00493E+2	+1.70068E-2
+1.00462E+2	+1.71647E-2
+1.00463E+2	+1.70166E-2
+1.00031E+2	+1.83792E-2
+9.99578E+1	+1.86077E-2
+9.99530E+1	+1.85809E-2
+9.99537E+1	+1.86345E-2
+9.93899E+1	+2.05359E-2
+9.91152E+1	+2.15741E-2
+9.91137E+1	+2.14048E-2
+9.89022E+1	+2.24373E-2
+9.83275E+1	+2.48507E-2
+9.82402E+1	+2.49241E-2
+9.82275E+1	+2.52161E-2
+9.76094E+1	+2.69609E-2
+9.73898E+1	+2.74024E-2
+9.73875E+1	+2.74179E-2
+9.71292E+1	+2.79948E-2
+9.66981E+1	+2.89356E-2
+9.66953E+1	+2.89765E-2
+9.67010E+1	+2.90781E-2
+9.63690E+1	+2.96649E-2
+9.58770E+1	+2.92925E-2
+9.58739E+1	+2.94547E-2
+9.58760E+1	+2.95323E-2
+9.54498E+1	+2.86507E-2
+9.51988E+1	+2.84081E-2
+9.51959E+1	+2.84603E-2
+9.51989E+1	+2.86352E-2
+9.47936E+1	+2.77818E-2
+9.45905E+1	+2.70385E-2
+9.45429E+1	+2.70385E-2
+9.45397E+1	+2.70709E-2
+9.41613E+1	+2.56590E-2
+9.37298E+1	+2.40806E-2
+9.36909E+1	+2.40806E-2
+9.36919E+1	+2.41017E-2
+9.36049E+1	+2.36842E-2
+9.30867E+1	+2.16686E-2
+9.30308E+1	+2.16150E-2
+9.30268E+1	+2.15698E-2
+9.30244E+1	+2.16192E-2
+9.25260E+1	+1.94865E-2
+9.20581E+1	+1.80506E-2
+9.20417E+1	+1.79194E-2
+9.19732E+1	+1.77036E-2
+9.14864E+1	+1.65808E-2
+9.13134E+1	+1.62634E-2
+9.13077E+1	+1.64045E-2
+9.10011E+1	+1.57204E-2
+9.05249E+1	+1.55215E-2
+9.04655E+1	+1.56005E-2
+9.03964E+1	+1.54213E-2
+8.98132E+1	+1.56724E-2
+8.96446E+1	+1.59404E-2
+8.96436E+1	+1.59080E-2
+8.92640E+1	+1.65004E-2
+8.89024E+1	+1.70942E-2
+8.88994E+1	+1.71055E-2
+8.88642E+1	+1.73425E-2
+8.82295E+1	+1.88616E-2
+8.81227E+1	+1.91621E-2
+8.81220E+1	+1.92989E-2
+8.81220E+1	+1.90450E-2
+8.81236E+1	+1.92862E-2
+8.76506E+1	+2.05669E-2
+8.71251E+1	+2.21355E-2
+8.70844E+1	+2.21947E-2
+8.69792E+1	+2.23795E-2
+8.63614E+1	+2.37294E-2
+8.61646E+1	+2.43697E-2
+8.61643E+1	+2.44064E-2
+8.60243E+1	+2.45277E-2
+8.55053E+1	+2.52767E-2
+8.53531E+1	+2.52245E-2
+8.53493E+1	+2.51822E-2
+8.53513E+1	+2.54389E-2
+8.48675E+1	+2.52513E-2
+8.45064E+1	+2.53317E-2
+8.45069E+1	+2.54502E-2
+8.42040E+1	+2.52443E-2
+8.33062E+1	+2.36377E-2
+8.32648E+1	+2.37392E-2
+8.30651E+1	+2.31031E-2
+8.22532E+1	+2.11171E-2
